date,description,amount,category,clean_description,month,day_of_week,year_month,category_encoded
2023-08-29,DECATHLON SPORTS #2269,5765.65,Shopping,decathlon sports,8,1,2023-08,4
2023-08-30,NYKAA COSMETICS #2478,7503.31,Shopping,nykaa cosmetics,8,2,2023-08,4
2023-08-30,EMI PAYMENT #6606,2768.18,Bills & Utilities,emi payment,8,2,2023-08,0
2023-08-30,LAB TEST #5201,2091.88,Health,lab test,8,2,2023-08,3
2023-08-30,AJIO ORDER #7388,6485.56,Shopping,ajio order,8,2,2023-08,4
2023-08-30,YOGA CLASS #6699,1314.48,Health,yoga class,8,2,2023-08,3
2023-08-30,RELIANCE TRENDS #6822,5076.8,Shopping,reliance trends,8,2,2023-08,4
2023-08-30,AMAZON ORDER #4568,7791.54,Shopping,amazon order,8,2,2023-08,4
2023-08-30,ELECTRICITY BILL #7495,2559.83,Bills & Utilities,electricity bill,8,2,2023-08,0
2023-08-31,UBER TRIP #6343,478.73,Transport,uber trip,8,3,2023-08,5
2023-08-31,HOSPITAL BILL #2999,1651.24,Health,hospital bill,8,3,2023-08,3
2023-08-31,WATER BILL #1849,1092.54,Bills & Utilities,water bill,8,3,2023-08,0
2023-08-31,BUS PASS #9192,56.89,Transport,bus pass,8,3,2023-08,5
2023-08-31,UBER TRIP #4292,1590.37,Transport,uber trip,8,3,2023-08,5
2023-08-31,GAMING PURCHASE #3532,1396.0,Entertainment,gaming purchase,8,3,2023-08,1
2023-09-01,PHARMACY BILL #3159,143.09,Health,pharmacy bill,9,4,2023-09,3
2023-09-01,EYE CLINIC #9664,1853.67,Health,eye clinic,9,4,2023-09,3
2023-09-02,DTH RECHARGE #4090,4905.8,Bills & Utilities,dth recharge,9,5,2023-09,0
2023-09-02,YOGA CLASS #9540,1505.33,Health,yoga class,9,5,2023-09,3
2023-09-03,MOVIE TICKET #3249,252.03,Entertainment,movie ticket,9,6,2023-09,1
2023-09-03,DECATHLON SPORTS #8941,1147.12,Shopping,decathlon sports,9,6,2023-09,4
2023-09-03,IRCTC TICKET #5842,1302.95,Transport,irctc ticket,9,6,2023-09,5
2023-09-04,UBER TRIP #2578,1063.04,Transport,uber trip,9,0,2023-09,5
2023-09-04,PRACTO APPOINTMENT #2260,967.9,Health,practo appointment,9,0,2023-09,3
2023-09-05,MAINTENANCE FEE #3280,3203.35,Bills & Utilities,maintenance fee,9,1,2023-09,0
2023-09-05,DISNEY PLUS #1269,984.37,Entertainment,disney plus,9,1,2023-09,1
2023-09-05,GROCERY STORE #7408,718.61,Food & Dining,grocery store,9,1,2023-09,2
2023-09-05,RESTAURANT BILL #8882,990.5,Food & Dining,restaurant bill,9,1,2023-09,2
2023-09-05,ZOMATO ORDER #9846,909.13,Food & Dining,zomato order,9,1,2023-09,2
2023-09-06,INTERNET BILL #2245,3001.28,Bills & Utilities,internet bill,9,2,2023-09,0
2023-09-06,DOCTOR CONSULTATION #2841,2244.79,Health,doctor consultation,9,2,2023-09,3
2023-09-07,MEDICINE ORDER #7178,1733.19,Health,medicine order,9,3,2023-09,3
2023-09-08,AJIO ORDER #8037,7820.46,Shopping,ajio order,9,4,2023-09,4
2023-09-08,LIFESTYLE STORE #6755,640.3,Shopping,lifestyle store,9,4,2023-09,4
2023-09-08,GAS CYLINDER #9059,4543.29,Bills & Utilities,gas cylinder,9,4,2023-09,0
2023-09-08,DOCTOR CONSULTATION #1409,2250.5,Health,doctor consultation,9,4,2023-09,3
2023-09-08,DOCTOR CONSULTATION #3803,1649.01,Health,doctor consultation,9,4,2023-09,3
2023-09-09,METRO CARD RECHARGE #3855,699.44,Transport,metro card recharge,9,5,2023-09,5
2023-09-09,EMI PAYMENT #5397,1679.29,Bills & Utilities,emi payment,9,5,2023-09,0
2023-09-09,LIFESTYLE STORE #6908,5109.64,Shopping,lifestyle store,9,5,2023-09,4
2023-09-10,YOUTUBE PREMIUM #6323,1313.35,Entertainment,youtube premium,9,6,2023-09,1
2023-09-10,WATER BILL #7541,3063.76,Bills & Utilities,water bill,9,6,2023-09,0
2023-09-10,IKEA PURCHASE #7943,3903.86,Shopping,ikea purchase,9,6,2023-09,4
2023-09-10,LIFESTYLE STORE #3762,237.69,Shopping,lifestyle store,9,6,2023-09,4
2023-09-10,HOTSTAR PREMIUM #4853,664.69,Entertainment,hotstar premium,9,6,2023-09,1
2023-09-11,RENT PAYMENT #1424,4823.69,Bills & Utilities,rent payment,9,0,2023-09,0
2023-09-11,METRO CARD RECHARGE #2884,1732.41,Transport,metro card recharge,9,0,2023-09,5
2023-09-11,UBER TRIP #1659,1515.84,Transport,uber trip,9,0,2023-09,5
2023-09-11,INDIGO AIRLINES #8373,540.61,Transport,indigo airlines,9,0,2023-09,5
2023-09-12,BUS PASS #3430,209.69,Transport,bus pass,9,1,2023-09,5
2023-09-12,DISNEY PLUS #2560,705.42,Entertainment,disney plus,9,1,2023-09,1
2023-09-12,RAPIDO BIKE #8822,667.5,Transport,rapido bike,9,1,2023-09,5
2023-09-12,DENTAL CLINIC #2392,417.17,Health,dental clinic,9,1,2023-09,3
2023-09-12,PETROL PUMP #5537,1299.9,Transport,petrol pump,9,1,2023-09,5
2023-09-12,OLA RIDE #7870,472.3,Transport,ola ride,9,1,2023-09,5
2023-09-13,PETROL PUMP #4288,1678.84,Transport,petrol pump,9,2,2023-09,5
2023-09-13,AUTO RICKSHAW #8611,128.93,Transport,auto rickshaw,9,2,2023-09,5
2023-09-13,IRCTC TICKET #4006,578.73,Transport,irctc ticket,9,2,2023-09,5
2023-09-14,IKEA PURCHASE #5653,6798.28,Shopping,ikea purchase,9,3,2023-09,4
2023-09-14,KFC ORDER #5222,1320.36,Food & Dining,kfc order,9,3,2023-09,2
2023-09-14,NETFLIX SUBSCRIPTION #8078,1128.08,Entertainment,netflix subscription,9,3,2023-09,1
2023-09-14,MYNTRA FASHION #8448,1042.69,Shopping,myntra fashion,9,3,2023-09,4
2023-09-14,WATER BILL #8985,133.86,Bills & Utilities,water bill,9,3,2023-09,0
2023-09-14,METRO CARD RECHARGE #2529,1319.54,Transport,metro card recharge,9,3,2023-09,5
2023-09-15,BIGBASKET ORDER #5670,353.91,Food & Dining,bigbasket order,9,4,2023-09,2
2023-09-16,MAINTENANCE FEE #7230,705.62,Bills & Utilities,maintenance fee,9,5,2023-09,0
2023-09-16,DOMINOS PIZZA #4140,656.41,Food & Dining,dominos pizza,9,5,2023-09,2
2023-09-17,NETFLIX SUBSCRIPTION #8685,265.61,Entertainment,netflix subscription,9,6,2023-09,1
2023-09-18,WATER BILL #3676,394.18,Bills & Utilities,water bill,9,0,2023-09,0
2023-09-18,DTH RECHARGE #2600,2184.9,Bills & Utilities,dth recharge,9,0,2023-09,0
2023-09-19,MOBILE RECHARGE #5329,737.33,Bills & Utilities,mobile recharge,9,1,2023-09,0
2023-09-19,PHARMACY BILL #7147,2641.98,Health,pharmacy bill,9,1,2023-09,3
2023-09-20,MYNTRA FASHION #4871,1001.88,Shopping,myntra fashion,9,2,2023-09,4
2023-09-20,DOCTOR CONSULTATION #4571,1448.6,Health,doctor consultation,9,2,2023-09,3
2023-09-20,DOCTOR CONSULTATION #6674,2779.63,Health,doctor consultation,9,2,2023-09,3
2023-09-20,MEDICINE ORDER #9615,1909.51,Health,medicine order,9,2,2023-09,3
2023-09-21,MYNTRA FASHION #5603,2346.69,Shopping,myntra fashion,9,3,2023-09,4
2023-09-21,BIGBASKET ORDER #3662,1110.12,Food & Dining,bigbasket order,9,3,2023-09,2
2023-09-21,DISNEY PLUS #5465,1262.49,Entertainment,disney plus,9,3,2023-09,1
2023-09-22,MCDONALD'S #3406,131.07,Food & Dining,mcdonalds,9,4,2023-09,2
2023-09-22,MYNTRA FASHION #7763,7165.49,Shopping,myntra fashion,9,4,2023-09,4
2023-09-22,RENT PAYMENT #6450,4980.2,Bills & Utilities,rent payment,9,4,2023-09,0
2023-09-22,INTERNET BILL #4666,804.24,Bills & Utilities,internet bill,9,4,2023-09,0
2023-09-22,BOOKMYSHOW #8872,891.37,Entertainment,bookmyshow,9,4,2023-09,1
2023-09-22,MYNTRA FASHION #8988,1854.53,Shopping,myntra fashion,9,4,2023-09,4
2023-09-22,INDIGO AIRLINES #6730,708.17,Transport,indigo airlines,9,4,2023-09,5
2023-09-23,RAPIDO BIKE #2281,1501.65,Transport,rapido bike,9,5,2023-09,5
2023-09-23,EMI PAYMENT #2650,1694.64,Bills & Utilities,emi payment,9,5,2023-09,0
2023-09-23,PHARMACY BILL #9148,2992.66,Health,pharmacy bill,9,5,2023-09,3
2023-09-24,EYE CLINIC #5981,2208.22,Health,eye clinic,9,6,2023-09,3
2023-09-24,AUTO RICKSHAW #1673,1173.56,Transport,auto rickshaw,9,6,2023-09,5
2023-09-24,WATER BILL #8370,3748.51,Bills & Utilities,water bill,9,6,2023-09,0
2023-09-25,PRACTO APPOINTMENT #2644,2490.76,Health,practo appointment,9,0,2023-09,3
2023-09-25,EYE CLINIC #9565,1017.47,Health,eye clinic,9,0,2023-09,3
2023-09-25,MEDICINE ORDER #7058,2442.74,Health,medicine order,9,0,2023-09,3
2023-09-26,EMI PAYMENT #1807,2785.95,Bills & Utilities,emi payment,9,1,2023-09,0
2023-09-26,PETROL PUMP #1352,376.87,Transport,petrol pump,9,1,2023-09,5
2023-09-26,IKEA PURCHASE #3024,3747.33,Shopping,ikea purchase,9,1,2023-09,4
2023-09-27,LIFESTYLE STORE #5456,4286.06,Shopping,lifestyle store,9,2,2023-09,4
2023-09-27,SPOTIFY PREMIUM #9301,177.09,Entertainment,spotify premium,9,2,2023-09,1
2023-09-27,METRO CARD RECHARGE #3287,515.86,Transport,metro card recharge,9,2,2023-09,5
2023-09-27,KFC ORDER #3539,701.61,Food & Dining,kfc order,9,2,2023-09,2
2023-09-27,DISNEY PLUS #1159,1080.85,Entertainment,disney plus,9,2,2023-09,1
2023-09-28,HOSPITAL BILL #4335,2093.74,Health,hospital bill,9,3,2023-09,3
2023-09-28,EMI PAYMENT #9502,3916.24,Bills & Utilities,emi payment,9,3,2023-09,0
2023-09-28,INSURANCE PREMIUM #6608,2776.74,Bills & Utilities,insurance premium,9,3,2023-09,0
2023-09-29,UBER TRIP #6500,909.86,Transport,uber trip,9,4,2023-09,5
2023-09-29,INTERNET BILL #4847,3703.6,Bills & Utilities,internet bill,9,4,2023-09,0
2023-09-29,MEESHO ORDER #4112,3392.38,Shopping,meesho order,9,4,2023-09,4
2023-09-29,GAS CYLINDER #2225,2400.5,Bills & Utilities,gas cylinder,9,4,2023-09,0
2023-09-29,SWIGGY DELIVERY #5279,308.92,Food & Dining,swiggy delivery,9,4,2023-09,2
2023-09-29,NETFLIX SUBSCRIPTION #1464,212.79,Entertainment,netflix subscription,9,4,2023-09,1
2023-09-30,MAINTENANCE FEE #2651,146.58,Bills & Utilities,maintenance fee,9,5,2023-09,0
2023-09-30,CAFE COFFEE DAY #9520,1481.0,Food & Dining,cafe coffee day,9,5,2023-09,2
2023-09-30,NYKAA COSMETICS #9274,1535.84,Shopping,nykaa cosmetics,9,5,2023-09,4
2023-09-30,OLA RIDE #1619,1339.27,Transport,ola ride,9,5,2023-09,5
2023-09-30,DOMINOS PIZZA #4260,1425.14,Food & Dining,dominos pizza,9,5,2023-09,2
2023-09-30,UBER TRIP #5060,1324.02,Transport,uber trip,9,5,2023-09,5
2023-10-01,BUS PASS #6820,442.73,Transport,bus pass,10,6,2023-10,5
2023-10-01,LAB TEST #3070,513.74,Health,lab test,10,6,2023-10,3
2023-10-01,RELIANCE TRENDS #6820,6201.12,Shopping,reliance trends,10,6,2023-10,4
2023-10-01,GROCERY STORE #7284,391.51,Food & Dining,grocery store,10,6,2023-10,2
2023-10-01,EMI PAYMENT #5466,1741.34,Bills & Utilities,emi payment,10,6,2023-10,0
2023-10-03,YOUTUBE PREMIUM #4878,1096.69,Entertainment,youtube premium,10,1,2023-10,1
2023-10-03,LAB TEST #9780,690.91,Health,lab test,10,1,2023-10,3
2023-10-04,GROCERY STORE #8286,571.88,Food & Dining,grocery store,10,2,2023-10,2
2023-10-04,INDIGO AIRLINES #4181,1275.08,Transport,indigo airlines,10,2,2023-10,5
2023-10-04,LIFESTYLE STORE #2654,5367.37,Shopping,lifestyle store,10,2,2023-10,4
2023-10-05,MEDICINE ORDER #4505,686.0,Health,medicine order,10,3,2023-10,3
2023-10-05,LAB TEST #4377,514.95,Health,lab test,10,3,2023-10,3
2023-10-06,PARKING FEE #1815,1357.72,Transport,parking fee,10,4,2023-10,5
2023-10-06,INTERNET BILL #9464,3846.24,Bills & Utilities,internet bill,10,4,2023-10,0
2023-10-07,LAB TEST #6855,573.6,Health,lab test,10,5,2023-10,3
2023-10-07,EYE CLINIC #2552,1816.41,Health,eye clinic,10,5,2023-10,3
2023-10-08,RENT PAYMENT #5970,2270.72,Bills & Utilities,rent payment,10,6,2023-10,0
2023-10-08,UBER TRIP #3167,820.53,Transport,uber trip,10,6,2023-10,5
2023-10-09,AJIO ORDER #6167,4040.25,Shopping,ajio order,10,0,2023-10,4
2023-10-09,KFC ORDER #7739,67.18,Food & Dining,kfc order,10,0,2023-10,2
2023-10-10,OLA RIDE #3579,201.08,Transport,ola ride,10,1,2023-10,5
2023-10-10,PRACTO APPOINTMENT #6316,143.7,Health,practo appointment,10,1,2023-10,3
2023-10-10,PETROL PUMP #8546,711.93,Transport,petrol pump,10,1,2023-10,5
2023-10-10,CAFE COFFEE DAY #7510,850.48,Food & Dining,cafe coffee day,10,1,2023-10,2
2023-10-11,DENTAL CLINIC #6703,1107.68,Health,dental clinic,10,2,2023-10,3
2023-10-11,DISNEY PLUS #9956,1000.76,Entertainment,disney plus,10,2,2023-10,1
2023-10-12,MCDONALD'S #1107,404.83,Food & Dining,mcdonalds,10,3,2023-10,2
2023-10-12,BUS PASS #1479,208.84,Transport,bus pass,10,3,2023-10,5
2023-10-12,AUTO RICKSHAW #2259,1707.35,Transport,auto rickshaw,10,3,2023-10,5
2023-10-12,WATER BILL #2525,2073.97,Bills & Utilities,water bill,10,3,2023-10,0
2023-10-13,RESTAURANT BILL #7958,1101.54,Food & Dining,restaurant bill,10,4,2023-10,2
2023-10-13,DTH RECHARGE #5564,4335.33,Bills & Utilities,dth recharge,10,4,2023-10,0
2023-10-13,YOUTUBE PREMIUM #4150,1440.23,Entertainment,youtube premium,10,4,2023-10,1
2023-10-13,AMAZON PRIME #8171,295.5,Entertainment,amazon prime,10,4,2023-10,1
2023-10-14,BUS PASS #5049,134.92,Transport,bus pass,10,5,2023-10,5
2023-10-14,HOSPITAL BILL #6638,122.92,Health,hospital bill,10,5,2023-10,3
2023-10-14,DOCTOR CONSULTATION #3288,2202.71,Health,doctor consultation,10,5,2023-10,3
2023-10-14,INSURANCE PREMIUM #8848,398.8,Bills & Utilities,insurance premium,10,5,2023-10,0
2023-10-14,LAB TEST #1420,1845.54,Health,lab test,10,5,2023-10,3
2023-10-15,GAS CYLINDER #4768,477.73,Bills & Utilities,gas cylinder,10,6,2023-10,0
2023-10-15,AMAZON PRIME #1480,1353.97,Entertainment,amazon prime,10,6,2023-10,1
2023-10-15,PETROL PUMP #1972,1153.05,Transport,petrol pump,10,6,2023-10,5
2023-10-16,KFC ORDER #6885,209.06,Food & Dining,kfc order,10,0,2023-10,2
2023-10-16,KFC ORDER #6716,1065.66,Food & Dining,kfc order,10,0,2023-10,2
2023-10-17,WATER BILL #7322,1357.29,Bills & Utilities,water bill,10,1,2023-10,0
2023-10-17,LIFESTYLE STORE #7407,760.22,Shopping,lifestyle store,10,1,2023-10,4
2023-10-17,MOBILE RECHARGE #6907,4638.56,Bills & Utilities,mobile recharge,10,1,2023-10,0
2023-10-17,CAFE COFFEE DAY #2129,1321.64,Food & Dining,cafe coffee day,10,1,2023-10,2
2023-10-17,IRCTC TICKET #4385,1212.16,Transport,irctc ticket,10,1,2023-10,5
2023-10-17,IKEA PURCHASE #5377,6600.29,Shopping,ikea purchase,10,1,2023-10,4
2023-10-18,BIGBASKET ORDER #9088,217.8,Food & Dining,bigbasket order,10,2,2023-10,2
2023-10-18,INDIGO AIRLINES #8467,320.43,Transport,indigo airlines,10,2,2023-10,5
2023-10-18,CAFE COFFEE DAY #6068,382.57,Food & Dining,cafe coffee day,10,2,2023-10,2
2023-10-18,BIGBASKET ORDER #2533,345.41,Food & Dining,bigbasket order,10,2,2023-10,2
2023-10-18,LIFESTYLE STORE #8596,2585.61,Shopping,lifestyle store,10,2,2023-10,4
2023-10-18,BOOKMYSHOW #5440,297.32,Entertainment,bookmyshow,10,2,2023-10,1
2023-10-19,DTH RECHARGE #4891,4850.98,Bills & Utilities,dth recharge,10,3,2023-10,0
2023-10-19,MEDICINE ORDER #2680,2630.89,Health,medicine order,10,3,2023-10,3
2023-10-19,NETFLIX SUBSCRIPTION #2124,1386.77,Entertainment,netflix subscription,10,3,2023-10,1
2023-10-19,BIGBASKET ORDER #4251,210.47,Food & Dining,bigbasket order,10,3,2023-10,2
2023-10-19,RENT PAYMENT #1003,3658.94,Bills & Utilities,rent payment,10,3,2023-10,0
2023-10-20,NYKAA COSMETICS #8311,1873.65,Shopping,nykaa cosmetics,10,4,2023-10,4
2023-10-21,GYM MEMBERSHIP #7757,874.11,Health,gym membership,10,5,2023-10,3
2023-10-21,BIGBASKET ORDER #3392,249.52,Food & Dining,bigbasket order,10,5,2023-10,2
2023-10-21,MEDICINE ORDER #2284,1205.11,Health,medicine order,10,5,2023-10,3
2023-10-21,GYM MEMBERSHIP #6257,681.61,Health,gym membership,10,5,2023-10,3
2023-10-22,DTH RECHARGE #3399,1523.22,Bills & Utilities,dth recharge,10,6,2023-10,0
2023-10-22,MEDICINE ORDER #3034,1996.06,Health,medicine order,10,6,2023-10,3
2023-10-22,NETFLIX SUBSCRIPTION #2121,427.91,Entertainment,netflix subscription,10,6,2023-10,1
2023-10-22,MAINTENANCE FEE #8822,3287.64,Bills & Utilities,maintenance fee,10,6,2023-10,0
2023-10-23,METRO CARD RECHARGE #4715,983.96,Transport,metro card recharge,10,0,2023-10,5
2023-10-23,SWIGGY DELIVERY #7400,1352.02,Food & Dining,swiggy delivery,10,0,2023-10,2
2023-10-23,METRO CARD RECHARGE #1535,571.46,Transport,metro card recharge,10,0,2023-10,5
2023-10-23,APPLE MUSIC #9647,691.98,Entertainment,apple music,10,0,2023-10,1
2023-10-23,DOMINOS PIZZA #6039,912.81,Food & Dining,dominos pizza,10,0,2023-10,2
2023-10-23,BUS PASS #7744,1396.54,Transport,bus pass,10,0,2023-10,5
2023-10-24,GAMING PURCHASE #2807,268.33,Entertainment,gaming purchase,10,1,2023-10,1
2023-10-24,ZOMATO ORDER #8612,1443.62,Food & Dining,zomato order,10,1,2023-10,2
2023-10-24,MAINTENANCE FEE #4052,4689.38,Bills & Utilities,maintenance fee,10,1,2023-10,0
2023-10-25,HOSPITAL BILL #2063,1694.99,Health,hospital bill,10,2,2023-10,3
2023-10-25,LAB TEST #6993,1238.25,Health,lab test,10,2,2023-10,3
2023-10-25,UBER TRIP #1749,617.46,Transport,uber trip,10,2,2023-10,5
2023-10-26,LIFESTYLE STORE #6832,579.98,Shopping,lifestyle store,10,3,2023-10,4
2023-10-26,BIGBASKET ORDER #6818,1253.33,Food & Dining,bigbasket order,10,3,2023-10,2
2023-10-26,UBER TRIP #1421,437.7,Transport,uber trip,10,3,2023-10,5
2023-10-26,CAFE COFFEE DAY #5650,348.54,Food & Dining,cafe coffee day,10,3,2023-10,2
2023-10-26,LAB TEST #9165,2804.69,Health,lab test,10,3,2023-10,3
2023-10-26,INDIGO AIRLINES #6057,1218.56,Transport,indigo airlines,10,3,2023-10,5
2023-10-26,SUBWAY #3770,880.65,Food & Dining,subway,10,3,2023-10,2
2023-10-27,DISNEY PLUS #3758,552.44,Entertainment,disney plus,10,4,2023-10,1
2023-10-27,MOBILE RECHARGE #1149,3852.76,Bills & Utilities,mobile recharge,10,4,2023-10,0
2023-10-28,HOTSTAR PREMIUM #7201,209.4,Entertainment,hotstar premium,10,5,2023-10,1
2023-10-28,BOOKMYSHOW #8675,282.75,Entertainment,bookmyshow,10,5,2023-10,1
2023-10-29,FLIPKART PURCHASE #6883,7231.51,Shopping,flipkart purchase,10,6,2023-10,4
2023-10-29,SWIGGY DELIVERY #1914,860.92,Food & Dining,swiggy delivery,10,6,2023-10,2
2023-10-29,MCDONALD'S #4098,1288.93,Food & Dining,mcdonalds,10,6,2023-10,2
2023-10-29,DTH RECHARGE #7089,1376.74,Bills & Utilities,dth recharge,10,6,2023-10,0
2023-10-29,PARKING FEE #3872,775.42,Transport,parking fee,10,6,2023-10,5
2023-10-30,MOVIE TICKET #7691,555.98,Entertainment,movie ticket,10,0,2023-10,1
2023-10-30,LAB TEST #1230,2236.19,Health,lab test,10,0,2023-10,3
2023-10-30,NYKAA COSMETICS #3399,6747.18,Shopping,nykaa cosmetics,10,0,2023-10,4
2023-10-30,YOGA CLASS #5073,1616.97,Health,yoga class,10,0,2023-10,3
2023-10-30,KFC ORDER #9313,530.36,Food & Dining,kfc order,10,0,2023-10,2
2023-10-30,GAS CYLINDER #6629,1177.28,Bills & Utilities,gas cylinder,10,0,2023-10,0
2023-10-31,YOUTUBE PREMIUM #6176,301.73,Entertainment,youtube premium,10,1,2023-10,1
2023-10-31,MOVIE TICKET #2647,1265.51,Entertainment,movie ticket,10,1,2023-10,1
2023-11-01,RELIANCE TRENDS #8501,5015.43,Shopping,reliance trends,11,2,2023-11,4
2023-11-01,MOVIE TICKET #4684,1418.02,Entertainment,movie ticket,11,2,2023-11,1
2023-11-01,AMAZON PRIME #5708,470.48,Entertainment,amazon prime,11,2,2023-11,1
2023-11-03,DISNEY PLUS #9025,1091.94,Entertainment,disney plus,11,4,2023-11,1
2023-11-03,DISNEY PLUS #1128,1034.68,Entertainment,disney plus,11,4,2023-11,1
2023-11-03,LIFESTYLE STORE #9412,581.81,Shopping,lifestyle store,11,4,2023-11,4
2023-11-03,DENTAL CLINIC #5278,124.75,Health,dental clinic,11,4,2023-11,3
2023-11-04,OLA RIDE #1040,333.43,Transport,ola ride,11,5,2023-11,5
2023-11-04,BOOKMYSHOW #3041,1107.38,Entertainment,bookmyshow,11,5,2023-11,1
2023-11-04,CAFE COFFEE DAY #8002,1288.36,Food & Dining,cafe coffee day,11,5,2023-11,2
2023-11-04,FLIPKART PURCHASE #5945,4136.19,Shopping,flipkart purchase,11,5,2023-11,4
2023-11-04,RELIANCE TRENDS #5093,2017.35,Shopping,reliance trends,11,5,2023-11,4
2023-11-04,EMI PAYMENT #2562,3016.63,Bills & Utilities,emi payment,11,5,2023-11,0
2023-11-04,PETROL PUMP #3465,1500.47,Transport,petrol pump,11,5,2023-11,5
2023-11-05,PRACTO APPOINTMENT #3777,502.64,Health,practo appointment,11,6,2023-11,3
2023-11-05,DOMINOS PIZZA #6285,915.48,Food & Dining,dominos pizza,11,6,2023-11,2
2023-11-05,DOMINOS PIZZA #9158,1205.39,Food & Dining,dominos pizza,11,6,2023-11,2
2023-11-05,HOSPITAL BILL #7627,2348.66,Health,hospital bill,11,6,2023-11,3
2023-11-06,INSURANCE PREMIUM #5745,3245.35,Bills & Utilities,insurance premium,11,0,2023-11,0
2023-11-06,IKEA PURCHASE #9037,529.42,Shopping,ikea purchase,11,0,2023-11,4
2023-11-06,BUS PASS #5669,340.76,Transport,bus pass,11,0,2023-11,5
2023-11-06,GAS CYLINDER #7993,1339.07,Bills & Utilities,gas cylinder,11,0,2023-11,0
2023-11-06,NETFLIX SUBSCRIPTION #9480,288.26,Entertainment,netflix subscription,11,0,2023-11,1
2023-11-06,INTERNET BILL #3161,4422.52,Bills & Utilities,internet bill,11,0,2023-11,0
2023-11-06,INTERNET BILL #7088,2314.34,Bills & Utilities,internet bill,11,0,2023-11,0
2023-11-06,DOCTOR CONSULTATION #8606,2737.22,Health,doctor consultation,11,0,2023-11,3
2023-11-07,AUTO RICKSHAW #5496,276.59,Transport,auto rickshaw,11,1,2023-11,5
2023-11-07,IRCTC TICKET #3890,1223.53,Transport,irctc ticket,11,1,2023-11,5
2023-11-07,INDIGO AIRLINES #2118,953.77,Transport,indigo airlines,11,1,2023-11,5
2023-11-08,MEESHO ORDER #5777,4597.69,Shopping,meesho order,11,2,2023-11,4
2023-11-08,WATER BILL #1878,843.46,Bills & Utilities,water bill,11,2,2023-11,0
2023-11-08,BIGBASKET ORDER #8397,976.55,Food & Dining,bigbasket order,11,2,2023-11,2
2023-11-08,KFC ORDER #7997,983.62,Food & Dining,kfc order,11,2,2023-11,2
2023-11-08,DISNEY PLUS #1002,1256.1,Entertainment,disney plus,11,2,2023-11,1
2023-11-08,PETROL PUMP #6187,620.48,Transport,petrol pump,11,2,2023-11,5
2023-11-08,AJIO ORDER #1886,6828.52,Shopping,ajio order,11,2,2023-11,4
2023-11-08,METRO CARD RECHARGE #8201,814.14,Transport,metro card recharge,11,2,2023-11,5
2023-11-08,LIFESTYLE STORE #7586,7109.11,Shopping,lifestyle store,11,2,2023-11,4
2023-11-09,MCDONALD'S #7449,365.32,Food & Dining,mcdonalds,11,3,2023-11,2
2023-11-09,PARKING FEE #7910,125.84,Transport,parking fee,11,3,2023-11,5
2023-11-09,YOUTUBE PREMIUM #1352,154.69,Entertainment,youtube premium,11,3,2023-11,1
2023-11-09,NETFLIX SUBSCRIPTION #4666,452.6,Entertainment,netflix subscription,11,3,2023-11,1
2023-11-09,BIGBASKET ORDER #3711,125.09,Food & Dining,bigbasket order,11,3,2023-11,2
2023-11-09,KFC ORDER #3511,220.73,Food & Dining,kfc order,11,3,2023-11,2
2023-11-10,MOBILE RECHARGE #3161,4501.58,Bills & Utilities,mobile recharge,11,4,2023-11,0
2023-11-10,MAINTENANCE FEE #6379,3120.08,Bills & Utilities,maintenance fee,11,4,2023-11,0
2023-11-10,MYNTRA FASHION #2682,3191.69,Shopping,myntra fashion,11,4,2023-11,4
2023-11-10,SWIGGY DELIVERY #6372,1008.33,Food & Dining,swiggy delivery,11,4,2023-11,2
2023-11-10,ZOMATO ORDER #7231,640.58,Food & Dining,zomato order,11,4,2023-11,2
2023-11-11,DOCTOR CONSULTATION #4641,1130.32,Health,doctor consultation,11,5,2023-11,3
2023-11-11,RAPIDO BIKE #3332,1385.45,Transport,rapido bike,11,5,2023-11,5
2023-11-11,AMAZON ORDER #7164,6822.25,Shopping,amazon order,11,5,2023-11,4
2023-11-12,EMI PAYMENT #1945,2838.11,Bills & Utilities,emi payment,11,6,2023-11,0
2023-11-12,PARKING FEE #2914,1733.25,Transport,parking fee,11,6,2023-11,5
2023-11-12,GROCERY STORE #8972,814.05,Food & Dining,grocery store,11,6,2023-11,2
2023-11-13,MOVIE TICKET #1474,351.76,Entertainment,movie ticket,11,0,2023-11,1
2023-11-13,MEDICINE ORDER #4833,1648.63,Health,medicine order,11,0,2023-11,3
2023-11-13,GYM MEMBERSHIP #5144,1702.91,Health,gym membership,11,0,2023-11,3
2023-11-14,EYE CLINIC #8126,1618.03,Health,eye clinic,11,1,2023-11,3
2023-11-15,MYNTRA FASHION #7642,5551.37,Shopping,myntra fashion,11,2,2023-11,4
2023-11-15,RENT PAYMENT #9558,667.6,Bills & Utilities,rent payment,11,2,2023-11,0
2023-11-16,INDIGO AIRLINES #2279,1377.63,Transport,indigo airlines,11,3,2023-11,5
2023-11-16,KFC ORDER #6119,82.6,Food & Dining,kfc order,11,3,2023-11,2
2023-11-16,AMAZON PRIME #8746,644.16,Entertainment,amazon prime,11,3,2023-11,1
2023-11-16,DOMINOS PIZZA #1284,745.3,Food & Dining,dominos pizza,11,3,2023-11,2
2023-11-17,PARKING FEE #3003,1553.19,Transport,parking fee,11,4,2023-11,5
2023-11-17,RENT PAYMENT #7825,4787.84,Bills & Utilities,rent payment,11,4,2023-11,0
